Plant url,Common name,Common Name - MBG,Botanical name,Botanical Name - MBG,Type,Family,Native range,Zone,Zone low,Zone high,Height,Height low,Height high,Unit,Spread,Spread low,Spread high,Unit,Bloom Time,Bloom Description,Sun,Water,Maintenance,Suggested Use,Flower,Attracts,Fruit,Leaf,Other,Tolerate,Culture,Noteworthy characteristics,Problems,Garden uses,Hummingbirds,Butterflies,Birds,Erosion,Rabbit,Black Walnut,Drought,Clay Soil,Deer,Dry Soil,Shallow-Rocky Soil,Heavy Shade,Wet Soil,Air Pollution
Not found,Foxtail Fern,0,Asparagus Densiflorus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Not found,Wavy Cloak Fern,0,Astrolepis Sinuata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=242332&isprofile=1&basic=Cross+Vine,Cross Vine, cross vine ,Bignonia Capreolata,Bignonia capreolata , Vine, Bignoniaceae," Southern Ontario, eastern United States", 5 to 9, 5 , 9, 35.00 to 50.00 feet, 35.00 ,50.00,feet, 6.00 to 9.00 feet, 6.00 ,9.00,feet, May to June, Orange-red, Full sun to part shade, Medium, Medium,," Showy, Fragrant", Hummingbirds,,,, Heavy Shade,"
Culture
Easily grown in average, medium moisture, well-drained soils in full sun to part shade.  Tolerates full shade, but best flower production occurs in sun.  Prune after flowering if needed.  Above ground stems are not reliably winter hardy throughout USDA Zone 5 where they may die to the ground in severe winters (roots are usually hardy therein and will sprout new growth the following spring).  In St. Louis, it is best to plant this vine in a protected location and apply a winter mulch.  Established plants may send up root suckers which should be removed if spread is not desired.
","
Noteworthy Characteristics
Bignonia capreolata, known as cross-vine, is a vigorous, woody vine that climbs by branched tendrils with adhesive disks.  It is grown primarily for its attractive flowers and its ability to rapidly cover structures with attractive foliage.  Opposite, compound leaves are bifoliate.  Each leaf consists of a pair of lanceolate to oblong dark green leaflets (to 6” long) and a branched tendril between them.  Tendril branches terminate in adhesive disks that easily attach to walls.  Foliage remains evergreen in the South, but turns reddish-purple in fall with subsequent leaf drop in the colder winter areas of its range.  Axillary clusters (2-5 flowered cymes) of fragrant, trumpet-shaped, orange-red flowers (to 2” long) appear in spring.  Flowers are followed by greenish, pod-like seed capsules (to 7” long) which mature in late summer and persist into fall.  

This vine is in the same family as and closely related to Campsis radicans which is commonly known as trumpet vine.Genus name honors of Abbe Jean Paul Bignon (1662-1743), Librarian to Louis XIV.Specific epithet means having tendrils.A cross section of stem reveals a marking resembling the Greek cross, hence the common name.
","
Problems
No serious insect or disease problems.
","
Garden Uses
A vigorous, fast-growing cover for fences, arbors, walls, pillars, large trellises and other structures.  Also may be grown along the ground.
",1,0,0,0,0,0,0,0,0,0,0,1,0,0
http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=285229&isprofile=1&basic=Buffalo+Grass,Buffalo Grass, buffalo grass ,Buchloe Dactyloides,Buchloe dactyloides , Ornamental grass, Poaceae, North America, 4 to 8, 4 , 8, 0.25 to 0.75 feet, 0.25 ,0.75,feet, 0.50 to 1.00 feet, 0.50 ,1.00,feet, June to August, Green, Full sun, Dry to medium, Low," Ground Cover, Naturalize",,,,,," Drought, Erosion, Dry Soil","
Culture
Easily grown in average, dry to medium moisture, well-drained soil in full sun.  Intolerant of shade.  Tolerates heat, drought and a wide range of soils.  Adapts to alkaline soils.  Avoid frequent watering.  Plants are intolerant of lots of moisture, and generally do not perform well in areas with high rainfall.  When grown as a turfgrass for lawns, mowing is infrequently required.  When needed, mow to a height of 2-3” tall.  Also may be naturalized without mowing as a 4-6” tall grass. Plant seed in April-June.  May also be established by sod or plugs.
","
Noteworthy Characteristics
Buchloe dactyloides, known as buffalo grass, is a dioecious, drought-tolerant, heat-resistant, fine-textured, warm season perennial grass that is native primarily to the Great Plains within the area from Minnesota to Montana south to Louisiana and Arizona.  It is one of the dominant grasses of the shortgrass prairie. It is commonly called buffalo grass because it was at one time regularly grazed by herds of buffalo (American bison) that once populated the Great Plains.  It typically grows 4-8” tall  with gray-green curly leaves.  It spreads by stolons.  Somewhat inconspicuous green flowers bloom in summer (June -August), with male flowers appearing in comb-like spikes on slender stems rising above the leaves and with female flowers appearing in bur-like clusters on short stems hidden by the leaves.  Buffalo grass is considered to be an excellent native forage grass.  With the addition of new cultivars, buffalo grass is now becoming more popular as a low-maintenance turfgrass for lawns, parks, golf courses, roadsides and commercial areas.  In optimum growing conditions, it can form a low maintenance turf which survives hot and humid summers with minimal water and fertilizer.  The main disadvantages of buffalo grass as a lawn turfgrass are (1) foliage turns straw-colored from mid-fall to mid-spring when grass is dormant, (2) invasive habit which may result in stoloniferous spread into adjacent plantings, and (3) intolerance of heavy foot traffic.Specific epithet means resembling fingers.
","
Problems
No serious insect or disease problems.  Chinch bug can be troublesome.  Brown patch, summer patch and leaf spot may occur.  Stolons may spread into adjacent areas.
","
Garden Uses
Low-maintenance turfgrass for lawns, parks, golf courses, commercial areas and roadsides.  Effective on dry sunny slopes where it can also provide some erosion control.
",0,0,0,1,0,0,1,0,0,1,0,0,0,0
http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=243248&isprofile=1&basic=Butterfly+Bush,Butterfly Bush, alternate-leaved butterfly bush ,Buddleia Davidii,Buddleja alternifolia , Deciduous shrub, Scrophulariaceae, China, 5 to 9, 5 , 9, 8.00 to 15.00 feet, 8.00 ,15.00,feet, 10.00 to 18.00 feet, 10.00 ,18.00,feet, May, Lilac-purple, Full sun to part shade, Medium, Low,," Showy, Fragrant", Butterflies,,,," Rabbit, Clay Soil","
Culture
Easily grown in average, medium, well-drained soil in full sun to part shade. Becomes weedy and sparse with diminished flowering performance in too much shade, however. Tolerates a wide range of soil conditions including poor, somewhat dry soils, but is intolerant of wet conditions. Winter hardy to USDA Zone 5 where it usually does not suffer any significant winter die-back. Unlike Buddleja davidii, this species blooms on the previous year's wood, so cutting plants to the ground in late winter each year is not an option. Prune in late spring immediately after flowering. Weeping habit may be best showcased by training and growing this plant as a single trunk tree.
","
Noteworthy Characteristics
Buddleja alternifolia is a deciduous, multi-stemmed shrub or small single trunk tree which typically grows 8-15' tall (infrequently to 20' as a tree) with arching, drooping, willow-like branches. Tree form may superficially resemble a small weeping willow. Short clusters (to 3/4"" long) of lightly fragrant, lilac-purple flowers bloom in the leaf axils along the previous year's stems in spring. Flowers earlier than most other species of butterfly bush. Lance-shaped leaves (to 4"" long) are green above and grayish below. Unlike other cultivated species of Buddleja, this species has alternate leaves, hence the species and common names. Also sometimes commonly called fountain buddleia in reference to the growing habit. Flowers are attractive to butterflies.Genus name honors the Reverend Adam Buddle (1660-1715), English botanist and vicar of Farmbridge in Essex.

The genus name is frequently listed today as Buddleia.  However, Linnaeus named the genus Buddleja (pronounced with a silent “j”) which is still considered to be the proper spelling (first name survives) according to the International Code of Botanical Nomenclature.Specific epithet refers to the alternate leaves of the species.Common name also refers to the alternate leaves of the species.
","
Problems
No serious insect or disease problems.
","
Garden Uses
Shrub borders, foundation plantings, cottage gardens or butterfly gardens. Interesting weeping specimen when trained as a single trunk tree.
",0,1,0,0,1,0,0,1,0,0,0,0,0,0
http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=290622&isprofile=1&basic=Boxwood,Boxwood, Balearic boxwood ,Buxus Microphylla,Buxus balearica , Broadleaf evergreen, Buxaceae," Balearics, southern Spain, northern Africa", 8 to 10, 8 , 10, 6.00 to 12.00 feet, 6.00 ,12.00,feet, 6.00 to 12.00 feet, 6.00 ,12.00,feet, April to May, Greenish-yellow, Full sun to part shade, Medium, Medium, Hedge, Showy,,, Evergreen, Winter Interest," Rabbit, Deer","
Culture
Easily grown in evenly moist, well-drained sandy loams in full sun to part shade.  Plants will grow well in a variety of part shade situations, including open sun-dappled conditions or light shade with several hours of morning sun or early afternoon sun.  Plants can grow in close to full shade, but typically are less vigorous and more open with decreased foliage density.  When grown in full sun, plant foliage is more likely to scorch, bronze in winter or suffer from mite attacks.  Plants prefer soils with a pH of slightly acidic to slightly alkaline.  Plants are generally tolerant of pruning and shearing.  Pruning should never be done prior to the last spring frost date.  Pruning too early in spring often promotes tender new growth that may be damaged or killed by a late spring frost.  Avoid cultivating around plants because they have shallow roots.  Roots appreciate a good organic (e.g., bark or compost) mulch (1-2”).  Thin plants and remove dead/damaged branches annually to improve air circulation.  Boxwood is best sited in locations sheltered from strong winds, with, if possible, some protection from full winter sun.  Foliage may bronze in winter when exposed to half day to full day sun.  Winter winds can remove moisture from leaves at a rapid rate, often resulting in dehydration and bronzing.  Carefully remove heavy snow accumulations as quickly as practicable to minimize stem/branch damage.
","
Noteworthy Characteristics
Buxus balearica, commonly known as Balearic boxwood, Spanish boxwood or Giant boxwood, is a rounded to broad-rounded shrub which typically grows in cultivation to 6-12’ tall, but in the wild, may grow as a small tree to as much as 25’ tall.  It is native to sandy soils and rocky slopes in the Mediterranean region from Spain and France to Turkey and Algeria, including of course the Balearic Islands (autonomous division of Spain) in the northeast Mediterranean (largest island being Mallorca).  

Elliptic, simple, opposite, smooth-margined, glossy, evergreen leaves (each to 1 3/4” long) are dark green above and pale green beneath.  Tiny, apetulous, greenish-yellow flowers bloom in April-May in axillary clusters.  Fruit is a globose dehiscent capsule.Genus name comes from the Latin name for plants in this genus.Specific epithet is in reference to the Balearic Islands in the Mediterranean east of Spain in reference to one of its native territories.Common name of boxwood is in reference to the prior use of the wood to make boxes.  Another theory on common name is that boxwood describes the quadrangular (square box cross section) stems of young plants.
","
Problems
Boxwood can be somewhat temperamental to grow in the St. Louis area where its evergreen foliage tends to bronze (turn unattractive brownish-yellow) in harsh winters, particularly if plants are located in open areas exposed to full sun and winter winds.  Otherwise, boxwood requires little special care other than annual pruning.  No serious insect or disease problems.  Some susceptibility to blights and leaf spot.  Root rot can also be a problem in poorly-drained soils.  The three main insect pests of boxwoods are boxwood leafminer, boxwood mite and boxwood psyllid.  In the deep South, nematodes are of concern.  New growth is particularly susceptible to winter damage.
","
Garden Uses
Shrub or small tree.  Specimen/accent, hedge, mass, formal gardens, topiary.  Foundations.
",0,0,0,0,1,0,0,0,1,0,0,0,0,0
Not found,Common Boxwood,0,Buxus Sempervirens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=276330&isprofile=1&basic=Caladium,Caladium, angel wings ,Caladium Bicolor,Caladium bicolor , Bulb, Araceae, Central and northern South America, 9 to 10, 9 , 10, 1.00 to 2.50 feet, 1.00 ,2.50,feet, 1.00 to 2.50 feet, 1.00 ,2.50,feet, Rarely flowers, Greenish-white, Part shade to full shade, Medium, Medium, Annual,,,, Colorful,, Heavy Shade,"
Culture
Best grown in moist, fertile, humusy, organically rich, acidic soils in part shade or filtered sun. Does well in bright shade. Avoid direct sun where leaves will scorch. Tubers may be left in the ground year-round in USDA Zones 8-10. In St. Louis, however, tubers should be started indoors in early spring, planted outside directly in the ground or in containers after threat of frost has past, dug up in fall immediately after foliage die back/first frost and then overwintered in a dry location (set in dry peat or wood shavings) where temperatures do not dip below 45 degrees F, in somewhat the same manner as done for tuberous begonias. Container plants may be stored indoors in the containers. When growing plants in garden soils, provide regular moisture, especially during dry summer periods, and do not allow soils to dry out. Plants also appreciate regular fertilization. St. Louis summer temperatures are ideal for caladiums: hot and humid with nighttime temperatures rarely dipping below 60 degrees F.
","
Noteworthy Characteristics
Caladium bicolor, commonly called caladiums or angel wings, are arum family members that are grown exclusively for their bold and colorful foliage. Calla-type flowers, if present, are usually hidden. Plants typically grow in clumps to 1-2.5' tall. Arrowhead-shaped leaves (to 1.5' long) are various shades of green mottled and blotched with pink, red, white or combinations thereof often with distinctively colored veins. Synonymous with C. x hortulanum.Genus name comes from the Latinized Malay plant-name kaladi.Specific epithet means of two colors.
","
Problems
No serious insect or disease problems. Leaves are rather fragile and may easily be damaged by wind or hail. Slugs and snails may chew holes in the foliage.
","
Garden Uses
Lends a bright colors and a tropical look to beds, borders and containers. Houseplant.
",0,0,0,0,0,0,0,0,0,0,0,1,0,0
Not found,American Beautyberry,0,Callicarpa Americana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Not found,Horse Herb,0,Calyptocarpus Vialis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=271796&isprofile=1&basic=Berkeley+Sedge,Berkeley Sedge, Berkeley sedge ,Carex Tumulicola,Carex tumulicola , Rush or Sedge, Cyperaceae, Western North America, 8 to 10, 8 , 10, 1.00 to 2.00 feet, 1.00 ,2.00,feet, 2.00 to 3.00 feet, 2.00 ,3.00,feet, April to May, Green / brown, Part shade to full shade, Medium to wet, Low," Annual, Ground Cover, Naturalize, Rain Garden", Insignificant, Birds,, Evergreen, Winter Interest," Deer, Drought, Heavy Shade, Erosion, Wet Soil","
Culture
Winter hardy to USDA Zones 8-10 where it forms a rhizomatous spreading ground cover.  North of Zone 8, it will not survive winter but may be grown as an annual.  It is easily grown in a wide range of medium moisture soils in part shade to full shade.  Best performance occurs in soils with regular moisture, but plants tolerate both periods of drought as well as moist to wet conditions.  Plants also tolerate full sun in native areas along the West coast.  Plants will spread by rhizomes and self-seeding to form a ground cover.  Propagate by seed or division.
","
Noteworthy Characteristics
Carex tumulicola, sometimes commonly called foothill sedge or Berkeley sedge, is an evergreen perennial sedge that grows in arching clumps to 1-2' tall.  It is native to open woods, meadows and coastal prairies from the central coast of California north to Oregon and Washington.  Plants feature pubescent, narrow, grass-like, medium green leaves (to 18"" long and 1/8"" wide).   Brown, non-showy flowers bloom in spring atop stems rising above the foliage to 2' tall.  

Carex divulsa is a European species of Carex which at one point was sold in California by mistake as Carex tumulicola.  It differs inter alia from the California native by being a more aggressive spreader with winter hardiness to USDA Zone 4.

Over 1500 species of Carex grow in a variety of habitats (often moist to wet areas) throughout the world.  Identification of individual species can be very difficult.Genus name from Latin means cutter in reference to the sharp leaves and stem edges (rushes are round but sedges have edges) found on most species' plants.
","
Problems
No serious insect or disease problems.  Leaf spot, smut and rust are occasional problems.
","
Garden Uses
Where winter hardy, this evergreen sedge will form an impressive ground cover which is not only ornamentally attractive but also helps stabilize soils and control erosion.  Flowers are somewhat insignificant.  Group or mass.  Also effective accent for borders or smaller gardens.  Can be mowed and used as a lawn substitute, particularly for difficult areas of the landscape.  True beauty of this sedge is in its evergreen foliage.  Birds are attracted to the plant's seed.
",0,0,1,1,0,0,1,0,1,0,0,1,1,0
Not found,Pecan Tree,0,Carya Illinoinensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
